Student-name,student_id,cgpa,coding_skill,communication_skill,aptitude_skill,problem_solving,projects_count,internship_count,internship_company_level,certification_count,certification_company_level,technical_skills,tools_known,placement_probability,placement_status
Student_8489,STU108488,6.16,6,1,7,6,4,3,2,7,1,8,4,58.46,1
Student_8490,STU108489,5.91,9,3,9,10,0,0,1,5,0,4,1,70.51,1
Student_8491,STU108490,9.05,2,6,8,3,4,3,1,3,2,11,13,67.1,1
Student_8492,STU108491,5.68,6,4,5,10,6,1,0,3,0,10,8,63.93,1
Student_8493,STU108492,7.34,9,8,8,5,1,0,1,3,0,10,1,78.46,1
Student_8494,STU108493,9.69,4,9,2,9,5,2,1,1,2,9,12,79.28,1
Student_8495,STU108494,5.93,6,7,3,3,4,3,2,6,1,11,9,59.82,1
Student_8496,STU108495,9.89,7,1,8,8,6,2,1,0,1,4,10,79.5,1
Student_8497,STU108496,9.97,1,2,9,6,6,4,2,4,1,11,9,67.92,1
Student_8498,STU108497,7.78,5,1,10,8,2,3,1,3,0,11,5,67.16,1
Student_8499,STU108498,5.85,4,9,8,2,1,0,0,1,2,11,3,59.5,1
Student_8500,STU108499,6.58,10,4,4,9,3,0,1,8,2,8,1,72.04,1
Student_8501,STU108500,7.12,2,10,6,1,1,2,2,0,1,8,2,59.44,1
Student_8502,STU108501,6.55,2,8,5,3,2,0,2,3,1,1,14,54.34,1
Student_8503,STU108502,6.4,2,5,4,4,5,3,1,5,1,5,5,52.05,1
Student_8504,STU108503,9.86,7,5,9,6,1,1,1,3,2,11,2,81.65,1
Student_8505,STU108504,5.77,4,5,10,4,0,1,1,3,1,4,13,56.92,1
Student_8506,STU108505,8.67,6,5,3,2,4,0,2,1,2,4,6,64.46,1
Student_8507,STU108506,5.0,7,3,1,3,0,4,2,8,0,9,12,47.62,0
Student_8508,STU108507,7.98,9,6,7,3,6,3,0,8,1,11,12,78.73,1
Student_8509,STU108508,9.58,2,1,10,6,0,4,1,0,0,3,11,64.67,1
Student_8510,STU108509,6.44,10,8,8,5,6,2,2,0,2,8,3,81.12,1
Student_8511,STU108510,5.93,9,4,3,5,0,0,2,7,0,9,13,59.82,1
Student_8512,STU108511,8.26,5,6,3,4,6,2,2,8,0,8,7,66.8,1
Student_8513,STU108512,8.56,6,2,6,4,1,4,2,2,1,4,10,65.15,1
Student_8514,STU108513,8.44,6,2,2,9,3,3,0,2,1,2,10,66.38,1
Student_8515,STU108514,6.6,3,8,6,7,6,4,2,1,2,10,9,67.01,1
Student_8516,STU108515,6.26,10,1,5,8,5,1,2,8,2,7,12,67.37,1
Student_8517,STU108516,9.78,7,8,7,4,4,4,1,1,2,3,1,85.3,1
Student_8518,STU108517,9.62,7,10,9,3,1,4,0,6,2,6,3,87.5,1
Student_8519,STU108518,7.29,8,10,9,1,5,4,0,1,0,3,12,80.53,1
Student_8520,STU108519,9.23,5,1,1,9,0,4,0,5,2,4,10,63.28,1
Student_8521,STU108520,7.26,2,9,7,9,2,3,1,2,0,2,14,69.63,1
Student_8522,STU108521,7.12,3,1,3,2,2,0,0,0,2,11,4,43.57,0
Student_8523,STU108522,5.78,9,4,4,4,6,3,2,5,1,5,6,64.33,1
Student_8524,STU108523,7.13,6,9,2,4,0,2,0,1,2,10,3,65.15,1
Student_8525,STU108524,7.69,8,1,1,1,6,1,2,6,0,7,4,56.6,1
Student_8526,STU108525,5.11,8,9,10,2,3,0,0,8,0,2,11,69.04,1
Student_8527,STU108526,7.22,5,8,3,8,5,1,0,0,0,5,10,69.47,1
Student_8528,STU108527,8.91,1,5,10,6,4,1,2,3,0,6,5,67.11,1
Student_8529,STU108528,8.4,6,6,9,1,6,0,1,4,0,6,4,71.89,1
Student_8530,STU108529,8.18,7,5,1,7,5,0,1,8,0,2,13,68.75,1
Student_8531,STU108530,9.55,9,4,3,7,1,2,1,2,0,2,3,78.16,1
Student_8532,STU108531,5.09,2,10,5,6,3,3,2,5,2,2,12,57.62,1
Student_8533,STU108532,7.79,2,4,3,8,2,0,2,4,2,3,7,55.86,1
Student_8534,STU108533,8.94,10,10,4,5,0,2,0,4,2,2,8,86.51,1
Student_8535,STU108534,7.71,1,8,4,2,1,4,0,1,1,9,2,56.11,1
Student_8536,STU108535,6.62,5,8,1,4,3,0,2,4,0,10,12,58.59,1
Student_8537,STU108536,5.68,2,9,6,8,5,3,0,2,2,5,10,62.8,1
Student_8538,STU108537,9.44,3,3,7,8,3,4,0,1,1,9,11,70.35,1
Student_8539,STU108538,7.35,2,10,7,5,3,4,1,5,1,8,14,68.29,1
Student_8540,STU108539,9.39,4,8,6,6,5,4,2,0,0,5,6,78.65,1
Student_8541,STU108540,7.93,3,3,7,9,1,4,1,5,1,7,13,64.36,1
Student_8542,STU108541,8.37,9,2,3,10,6,1,0,7,2,2,9,75.74,1
Student_8543,STU108542,9.02,10,2,5,10,4,3,0,2,0,10,1,82.86,1
Student_8544,STU108543,8.3,2,9,7,10,5,2,1,6,2,10,8,76.03,1
Student_8545,STU108544,6.99,7,4,10,2,1,0,2,2,2,7,6,64.59,1
Student_8546,STU108545,7.57,3,5,5,5,5,2,0,5,1,5,4,60.66,1
Student_8547,STU108546,9.02,10,2,10,9,0,1,2,6,0,6,6,83.99,1
Student_8548,STU108547,6.87,8,9,2,3,1,4,1,2,1,9,13,69.22,1
Student_8549,STU108548,6.94,4,7,6,6,3,0,0,4,1,8,10,63.83,1
Student_8550,STU108549,5.48,4,3,7,4,4,3,1,2,2,2,9,52.36,1
Student_8551,STU108550,9.57,9,6,2,4,4,0,2,3,2,10,5,77.67,1
Student_8552,STU108551,5.46,3,7,10,3,0,0,0,4,1,6,5,55.12,1
Student_8553,STU108552,8.24,7,6,8,10,0,2,2,6,2,1,3,80.33,1
Student_8554,STU108553,7.07,1,10,5,1,2,4,2,3,1,8,9,57.54,1
Student_8555,STU108554,7.03,7,10,8,8,2,3,0,3,0,1,3,81.76,1
Student_8556,STU108555,8.4,10,6,3,5,2,0,1,1,2,2,5,76.43,1
Student_8557,STU108556,5.34,2,8,2,2,1,1,0,4,2,4,1,45.01,0
Student_8558,STU108557,7.97,6,8,7,1,4,1,2,2,1,10,10,70.75,1
Student_8559,STU108558,8.86,9,5,5,1,0,4,2,3,1,2,7,73.15,1
Student_8560,STU108559,9.14,6,4,5,4,6,0,2,7,2,5,8,70.29,1
Student_8561,STU108560,5.85,3,5,8,4,2,4,0,3,0,11,12,55.53,1
Student_8562,STU108561,9.49,1,9,9,6,0,0,2,5,2,7,13,72.25,1
Student_8563,STU108562,8.28,4,10,8,7,2,3,0,2,1,7,8,78.78,1
Student_8564,STU108563,9.41,4,6,10,1,1,1,0,0,0,10,14,70.23,1
Student_8565,STU108564,7.43,8,3,2,10,5,2,2,3,0,5,10,70.31,1
Student_8566,STU108565,7.71,10,3,10,2,1,4,2,5,0,3,12,74.82,1
Student_8567,STU108566,9.6,10,1,7,3,3,3,2,8,1,5,1,77.22,1
Student_8568,STU108567,9.5,7,5,5,9,0,1,1,4,2,4,10,78.52,1
Student_8569,STU108568,7.24,10,6,7,4,6,3,1,6,2,6,10,79.19,1
Student_8570,STU108569,6.37,7,8,3,6,5,2,1,0,0,1,12,68.94,1
Student_8571,STU108570,6.97,7,9,4,2,5,0,2,7,2,1,10,68.48,1
Student_8572,STU108571,6.94,2,7,7,2,3,0,2,3,1,8,1,55.89,1
Student_8573,STU108572,6.43,9,1,2,2,5,3,1,7,2,6,7,56.7,1
Student_8574,STU108573,6.34,6,7,2,5,1,3,0,8,1,9,1,60.88,1
Student_8575,STU108574,9.31,2,10,1,9,5,4,1,2,0,10,5,74.93,1
Student_8576,STU108575,5.35,1,9,1,6,6,3,1,3,0,1,4,51.85,1
Student_8577,STU108576,8.39,1,4,1,9,1,0,0,5,1,7,3,54.27,1
Student_8578,STU108577,5.86,1,7,6,6,5,3,1,2,0,1,1,55.57,1
Student_8579,STU108578,6.72,4,9,5,9,5,1,1,8,2,7,8,70.33,1
Student_8580,STU108579,5.31,4,1,10,5,0,1,1,2,2,7,3,49.42,0
Student_8581,STU108580,6.35,9,10,8,1,6,0,0,6,2,8,10,76.23,1
Student_8582,STU108581,8.84,1,9,5,6,3,3,0,6,1,5,4,68.53,1
Student_8583,STU108582,9.43,3,4,1,4,5,3,1,4,2,8,14,61.24,1
Student_8584,STU108583,6.11,3,8,8,9,6,3,2,5,0,10,4,69.04,1
Student_8585,STU108584,7.32,8,3,6,6,5,1,1,0,2,5,1,69.3,1
Student_8586,STU108585,7.35,2,2,8,1,3,0,0,2,2,9,1,49.01,0
Student_8587,STU108586,9.37,6,8,2,6,3,4,0,2,1,11,4,77.44,1
Student_8588,STU108587,8.81,4,8,10,3,0,1,0,1,0,8,6,72.95,1
Student_8589,STU108588,7.57,10,3,8,3,0,0,2,0,2,11,11,70.3,1
Student_8590,STU108589,8.35,6,8,6,7,0,0,2,8,0,7,12,75.09,1
Student_8591,STU108590,9.24,5,6,1,2,4,4,2,3,1,7,14,66.15,1
Student_8592,STU108591,5.05,9,10,1,9,5,2,1,7,1,3,13,72.77,1
Student_8593,STU108592,7.01,9,9,10,9,6,4,0,6,2,6,6,90.75,1
Student_8594,STU108593,9.54,1,10,5,7,1,4,1,5,2,6,4,73.58,1
Student_8595,STU108594,8.7,3,6,7,9,4,0,1,0,0,11,6,71.95,1
Student_8596,STU108595,7.71,1,8,4,6,4,2,2,2,2,5,11,61.21,1
Student_8597,STU108596,7.65,6,2,10,9,1,2,1,4,1,2,2,70.61,1
Student_8598,STU108597,6.74,3,1,5,10,5,3,2,0,1,10,11,56.8,1
Student_8599,STU108598,7.6,1,10,10,2,2,4,2,0,1,7,4,66.45,1
Student_8600,STU108599,8.28,6,10,3,5,2,4,0,8,1,5,4,75.95,1
Student_8601,STU108600,7.09,5,2,2,6,2,2,0,0,1,2,10,54.22,1
Student_8602,STU108601,8.57,8,4,2,6,6,2,1,3,2,4,14,72.56,1
Student_8603,STU108602,9.31,2,10,5,4,0,2,1,7,0,11,14,69.83,1
Student_8604,STU108603,5.77,8,9,4,4,0,0,0,8,2,1,14,65.42,1
Student_8605,STU108604,7.26,5,7,2,5,3,0,1,5,2,8,5,61.7,1
Student_8606,STU108605,7.04,8,9,5,6,6,0,0,7,0,5,1,77.26,1
Student_8607,STU108606,8.44,10,9,10,8,6,4,0,5,2,8,3,97.56,1
Student_8608,STU108607,6.25,4,9,9,10,3,2,2,7,0,1,3,73.56,1
Student_8609,STU108608,8.2,4,8,8,1,4,0,0,6,1,8,4,67.69,1
Student_8610,STU108609,9.39,10,6,9,8,3,3,0,8,1,5,3,92.83,1
Student_8611,STU108610,7.09,4,10,9,2,0,2,2,8,1,7,14,67.83,1
Student_8612,STU108611,9.56,6,7,8,7,4,2,2,1,1,3,6,83.86,1
Student_8613,STU108612,9.97,4,2,9,4,3,2,2,4,1,3,2,69.62,1
Student_8614,STU108613,5.53,9,1,4,8,3,0,2,1,0,9,5,59.37,1
Student_8615,STU108614,6.17,9,5,8,6,6,1,0,5,2,7,6,73.25,1
Student_8616,STU108615,9.75,3,8,2,5,2,3,0,3,0,11,12,69.88,1
Student_8617,STU108616,9.79,7,3,9,10,0,3,0,7,0,6,9,83.08,1
Student_8618,STU108617,5.49,5,7,9,10,4,1,0,3,0,4,10,69.41,1
Student_8619,STU108618,5.07,9,5,3,5,1,3,0,5,0,5,1,60.38,1
Student_8620,STU108619,5.81,2,10,6,4,5,0,0,0,0,8,3,58.78,1
Student_8621,STU108620,9.98,3,8,7,3,3,2,2,3,1,1,11,74.19,1
Student_8622,STU108621,5.9,10,6,3,3,0,1,0,3,2,2,7,63.67,1
Student_8623,STU108622,7.51,5,6,5,3,4,2,2,5,1,3,8,63.82,1
Student_8624,STU108623,9.24,5,7,1,7,5,3,2,7,0,11,5,73.52,1
Student_8625,STU108624,5.1,10,7,3,8,6,4,0,3,2,5,9,72.97,1
Student_8626,STU108625,8.02,7,4,8,8,0,3,2,3,0,11,10,74.35,1
Student_8627,STU108626,6.39,8,10,3,2,0,3,0,2,1,8,8,67.88,1
Student_8628,STU108627,9.31,8,10,8,3,4,1,1,7,1,5,1,87.41,1
Student_8629,STU108628,6.42,1,10,9,2,2,2,2,5,0,5,1,59.5,1
Student_8630,STU108629,8.43,1,8,6,6,5,1,1,3,2,6,8,66.34,1
Student_8631,STU108630,8.37,3,6,7,3,2,0,2,4,0,9,14,62.7,1
Student_8632,STU108631,6.11,1,8,6,6,3,2,0,1,2,9,9,56.57,1
Student_8633,STU108632,5.17,1,7,8,4,2,0,0,8,0,9,9,49.43,0
Student_8634,STU108633,7.05,10,1,7,10,3,0,0,7,2,11,11,73.34,1
Student_8635,STU108634,6.45,8,4,10,10,3,1,0,1,0,11,6,75.49,1
Student_8636,STU108635,9.04,1,7,1,6,4,3,2,7,1,5,7,61.96,1
Student_8637,STU108636,9.0,9,9,3,3,0,4,0,5,0,6,5,80.51,1
Student_8638,STU108637,7.29,2,2,3,5,1,3,1,0,2,7,10,48.21,0
Student_8639,STU108638,8.03,9,5,3,8,6,3,2,3,2,3,4,78.36,1
Student_8640,STU108639,8.02,7,9,4,3,1,2,1,4,1,1,14,72.65,1
Student_8641,STU108640,9.14,9,9,1,9,2,1,0,1,2,2,8,85.03,1
Student_8642,STU108641,7.13,3,6,2,9,4,2,0,4,2,4,3,61.18,1
Student_8643,STU108642,6.38,1,7,5,7,1,4,0,0,2,9,11,55.94,1
Student_8644,STU108643,6.33,1,9,6,8,6,1,2,1,1,1,7,62.54,1
Student_8645,STU108644,7.68,10,10,9,9,0,3,1,0,0,6,6,92.28,1
Student_8646,STU108645,7.25,6,8,2,1,3,0,0,1,1,4,10,61.09,1
Student_8647,STU108646,7.2,7,10,9,7,3,3,0,1,1,6,8,83.0,1
Student_8648,STU108647,5.46,9,6,7,10,4,3,0,6,0,2,6,75.53,1
Student_8649,STU108648,8.59,6,6,9,3,2,1,2,6,2,2,2,73.21,1
Student_8650,STU108649,6.07,5,7,4,6,0,3,2,6,0,7,5,60.38,1
Student_8651,STU108650,5.98,2,7,7,9,6,4,0,1,1,5,4,63.99,1
Student_8652,STU108651,7.06,2,2,1,10,2,3,1,2,0,6,3,51.26,1
Student_8653,STU108652,6.14,8,9,8,8,6,0,0,1,1,4,6,79.36,1
Student_8654,STU108653,7.92,1,4,7,2,2,1,2,4,0,1,5,52.41,1
Student_8655,STU108654,6.86,8,10,7,4,4,4,0,2,1,8,3,79.39,1
Student_8656,STU108655,7.24,10,9,2,5,3,1,1,5,2,1,14,76.92,1
Student_8657,STU108656,7.69,7,10,10,10,2,0,2,5,0,8,13,87.22,1
Student_8658,STU108657,6.02,7,3,9,6,6,2,1,4,0,11,6,66.41,1
Student_8659,STU108658,5.78,5,5,8,7,2,4,1,1,0,1,13,63.19,1
Student_8660,STU108659,9.4,3,5,1,4,0,0,0,7,2,10,4,58.28,1
Student_8661,STU108660,7.17,7,7,1,4,5,2,2,5,0,10,7,65.87,1
Student_8662,STU108661,7.06,7,4,5,5,3,0,2,1,0,4,1,63.74,1
Student_8663,STU108662,5.18,7,4,2,9,2,2,2,0,0,6,3,57.98,1
Student_8664,STU108663,7.49,2,1,1,9,5,2,1,5,1,1,5,51.27,1
Student_8665,STU108664,7.77,3,6,10,1,1,1,2,1,1,9,13,61.45,1
Student_8666,STU108665,7.79,3,4,8,5,6,3,1,3,0,7,2,64.37,1
Student_8667,STU108666,8.54,4,10,4,5,5,3,2,3,2,1,9,74.71,1
Student_8668,STU108667,5.89,9,10,2,7,1,0,0,8,1,10,10,71.57,1
Student_8669,STU108668,6.26,10,5,5,8,6,2,1,6,2,2,1,75.3,1
Student_8670,STU108669,9.05,1,9,6,3,3,3,0,8,2,5,4,67.1,1
Student_8671,STU108670,9.74,7,4,8,1,3,0,0,5,2,3,4,73.24,1
Student_8672,STU108671,5.68,7,1,7,2,4,0,0,0,0,1,2,52.59,1
Student_8673,STU108672,7.49,4,9,7,6,5,4,0,7,2,5,10,73.95,1
Student_8674,STU108673,6.07,1,5,1,6,6,1,1,3,2,8,1,46.77,0
Student_8675,STU108674,5.3,3,10,3,5,2,1,2,7,2,1,1,55.62,1
Student_8676,STU108675,6.63,5,7,3,5,1,2,1,2,0,6,10,60.33,1
Student_8677,STU108676,5.72,2,3,7,9,5,3,0,5,1,1,10,55.02,1
Student_8678,STU108677,8.55,7,4,2,7,1,2,0,3,1,8,5,68.52,1
Student_8679,STU108678,7.67,10,10,10,6,6,3,2,3,2,5,11,93.37,1
Student_8680,STU108679,5.72,10,9,7,7,3,3,0,1,1,3,10,79.96,1
Student_8681,STU108680,5.05,7,10,9,3,6,3,1,3,0,8,1,71.64,1
Student_8682,STU108681,9.04,10,1,1,7,3,3,1,0,0,10,13,72.73,1
Student_8683,STU108682,5.88,5,5,2,3,0,3,1,0,0,8,14,50.55,1
Student_8684,STU108683,8.03,10,8,6,8,0,4,1,4,1,3,4,86.3,1
Student_8685,STU108684,6.68,6,10,2,10,6,4,0,0,2,7,4,76.4,1
Student_8686,STU108685,7.93,1,7,2,10,3,3,2,2,2,1,4,62.65,1
Student_8687,STU108686,6.58,4,4,5,9,0,0,1,2,2,3,5,57.86,1
Student_8688,STU108687,5.43,4,7,7,3,3,0,0,3,1,7,2,55.57,1
Student_8689,STU108688,6.11,8,1,4,7,5,1,1,0,2,3,3,59.97,1
Student_8690,STU108689,5.94,2,6,6,8,3,3,2,6,1,11,7,57.59,1
Student_8691,STU108690,7.14,1,9,3,3,4,0,0,3,1,7,12,54.98,1
Student_8692,STU108691,8.29,7,3,4,6,0,1,1,6,2,3,10,65.78,1
Student_8693,STU108692,6.32,6,4,4,7,2,0,2,4,0,3,12,59.1,1
Student_8694,STU108693,5.06,5,8,4,4,2,1,0,0,2,2,12,55.8,1
Student_8695,STU108694,7.59,8,5,1,6,5,2,0,3,0,5,12,68.68,1
Student_8696,STU108695,8.03,2,5,4,7,4,0,1,4,0,11,9,59.65,1
Student_8697,STU108696,9.81,2,1,4,7,6,3,0,3,0,1,14,62.75,1
Student_8698,STU108697,7.95,9,6,6,1,2,3,0,6,1,11,5,72.94,1
Student_8699,STU108698,7.36,1,2,9,2,2,4,1,0,1,4,5,50.75,1
Student_8700,STU108699,7.87,6,1,10,1,5,2,1,8,0,11,9,62.98,1
Student_8701,STU108700,9.64,3,6,6,9,5,2,0,5,0,4,8,76.24,1
Student_8702,STU108701,9.14,5,5,6,7,4,0,1,7,0,10,12,73.13,1
Student_8703,STU108702,6.61,8,5,7,7,1,1,1,7,2,3,13,69.89,1
Student_8704,STU108703,6.19,7,9,7,3,4,4,0,8,0,5,13,71.62,1
Student_8705,STU108704,6.31,4,10,1,5,4,2,1,4,1,4,8,61.33,1
Student_8706,STU108705,7.52,8,10,8,2,0,2,2,7,0,8,5,77.47,1
Student_8707,STU108706,8.72,10,3,1,5,2,3,0,7,2,11,12,72.03,1
Student_8708,STU108707,7.52,2,1,9,8,6,3,0,5,2,8,4,60.46,1
Student_8709,STU108708,5.34,7,8,4,10,2,1,2,7,0,10,13,68.25,1
Student_8710,STU108709,8.62,5,5,9,3,1,0,1,4,0,1,3,68.23,1
Student_8711,STU108710,9.03,6,5,8,4,6,1,1,7,2,8,10,75.52,1
Student_8712,STU108711,6.45,3,8,9,8,4,0,1,2,0,11,10,67.55,1
Student_8713,STU108712,8.32,10,8,6,2,3,4,0,3,2,9,4,82.34,1
Student_8714,STU108713,7.13,7,2,9,1,1,2,1,2,2,4,3,60.61,1
Student_8715,STU108714,9.45,7,3,4,3,1,1,1,4,1,11,6,67.55,1
Student_8716,STU108715,9.23,2,10,3,2,2,0,0,4,0,8,3,64.98,1
Student_8717,STU108716,7.63,1,10,3,10,2,4,0,4,1,9,3,67.7,1
Student_8718,STU108717,8.46,10,1,8,2,2,1,1,1,1,2,1,70.99,1
Student_8719,STU108718,9.42,2,3,2,4,2,2,2,8,0,11,9,56.09,1
Student_8720,STU108719,7.48,8,4,6,6,1,4,0,6,1,9,5,71.07,1
Student_8721,STU108720,6.57,10,7,9,10,5,3,2,7,1,6,11,86.74,1
Student_8722,STU108721,8.77,3,9,9,10,4,2,2,1,1,9,10,81.86,1
Student_8723,STU108722,6.1,4,5,8,5,5,3,0,6,2,11,14,61.06,1
Student_8724,STU108723,6.94,8,1,8,4,5,4,2,2,1,11,1,66.1,1
Student_8725,STU108724,9.33,3,2,1,8,2,4,1,4,2,8,12,60.84,1
Student_8726,STU108725,8.62,6,10,7,5,0,3,2,6,0,4,4,80.13,1
Student_8727,STU108726,7.02,2,2,1,2,1,0,1,8,2,11,3,39.77,0
Student_8728,STU108727,6.07,3,9,9,4,6,4,0,0,0,7,7,66.61,1
Student_8729,STU108728,6.78,1,10,3,7,6,1,1,5,0,3,6,61.49,1
Student_8730,STU108729,6.42,9,7,1,4,3,1,0,5,1,1,8,65.73,1
Student_8731,STU108730,5.88,4,2,8,6,3,4,2,1,0,4,14,55.65,1
Student_8732,STU108731,8.72,6,1,7,2,4,3,0,8,2,4,8,64.09,1
Student_8733,STU108732,6.26,7,5,2,9,1,3,1,4,2,5,8,63.96,1
Student_8734,STU108733,7.27,2,1,7,4,1,2,0,8,1,4,5,49.26,0
Student_8735,STU108734,6.93,8,9,5,1,1,3,2,3,1,9,3,70.02,1
Student_8736,STU108735,9.91,9,3,7,3,5,0,2,4,1,5,12,79.02,1
Student_8737,STU108736,6.96,10,2,10,7,0,0,1,4,0,5,4,72.98,1
Student_8738,STU108737,5.4,2,6,7,10,6,1,1,4,0,8,13,59.42,1
Student_8739,STU108738,5.45,5,3,2,9,6,4,0,8,0,7,7,56.21,1
Student_8740,STU108739,7.95,2,5,2,6,0,1,1,0,0,2,8,54.23,1
Student_8741,STU108740,8.0,5,10,7,4,5,4,0,7,1,1,9,77.67,1
Student_8742,STU108741,7.09,7,8,3,2,2,1,1,6,0,1,5,64.99,1
Student_8743,STU108742,7.16,6,10,4,9,5,4,2,0,2,1,10,78.88,1
Student_8744,STU108743,5.27,4,2,7,8,3,4,2,1,2,10,14,54.37,1
Student_8745,STU108744,7.58,2,5,2,7,6,1,1,0,1,6,4,57.3,1
Student_8746,STU108745,7.52,7,8,2,2,5,2,0,3,1,5,7,67.83,1
Student_8747,STU108746,5.75,10,1,9,2,0,0,2,8,2,9,10,59.67,1
Student_8748,STU108747,5.52,9,10,1,8,3,3,0,0,0,6,4,72.93,1
Student_8749,STU108748,5.62,1,10,3,9,5,0,2,2,0,10,12,58.02,1
Student_8750,STU108749,5.51,3,4,10,9,1,3,1,6,1,10,3,59.29,1
Student_8751,STU108750,8.05,7,5,4,8,0,4,1,3,1,5,4,72.2,1
Student_8752,STU108751,5.98,9,10,5,1,3,1,1,5,2,7,8,70.22,1
Student_8753,STU108752,6.26,5,3,3,5,0,1,2,6,2,5,8,50.92,1
Student_8754,STU108753,5.87,7,2,9,7,1,3,1,5,1,1,6,62.98,1
Student_8755,STU108754,9.79,10,3,5,10,1,1,1,7,0,9,12,84.78,1
Student_8756,STU108755,9.27,7,5,7,6,1,1,1,1,2,4,8,77.04,1
Student_8757,STU108756,6.15,4,7,7,1,2,1,0,0,0,5,12,56.16,1
Student_8758,STU108757,6.64,5,2,9,10,5,0,1,6,0,4,4,65.47,1
Student_8759,STU108758,6.05,2,7,2,6,3,1,0,2,1,6,3,51.79,1
Student_8760,STU108759,7.46,8,6,3,4,6,2,0,3,0,9,7,70.43,1
Student_8761,STU108760,5.1,1,7,4,3,2,3,2,6,1,1,11,45.19,0
Student_8762,STU108761,8.36,2,7,8,4,6,0,1,1,1,4,6,66.63,1
Student_8763,STU108762,7.62,3,9,1,8,4,0,2,6,0,10,6,64.83,1
Student_8764,STU108763,9.49,7,7,9,6,4,4,1,3,2,3,2,86.99,1
Student_8765,STU108764,5.82,6,6,5,9,6,4,0,8,0,3,2,68.45,1
Student_8766,STU108765,9.02,7,10,4,5,6,1,2,0,1,8,14,82.86,1
Student_8767,STU108766,8.96,5,8,8,9,6,0,0,2,0,8,10,83.18,1
Student_8768,STU108767,5.64,4,7,9,4,0,0,1,7,2,7,5,58.1,1
Student_8769,STU108768,6.99,7,6,3,4,0,1,2,6,0,10,3,62.33,1
Student_8770,STU108769,5.85,3,4,4,6,0,3,1,1,0,5,14,49.86,0
Student_8771,STU108770,6.27,10,7,1,10,6,0,2,4,1,2,3,75.34,1
Student_8772,STU108771,6.32,7,8,3,7,2,4,1,6,0,5,9,69.3,1
Student_8773,STU108772,7.78,2,8,10,2,5,1,0,4,0,4,9,66.03,1
Student_8774,STU108773,7.06,8,4,5,4,1,0,0,0,0,8,1,63.74,1
Student_8775,STU108774,9.74,6,10,8,8,0,4,2,4,2,6,6,89.68,1
Student_8776,STU108775,5.63,3,9,1,9,0,2,1,2,0,1,2,56.93,1
Student_8777,STU108776,9.87,3,3,1,5,5,0,1,0,0,5,12,60.72,1
Student_8778,STU108777,6.15,5,9,3,6,4,1,0,3,0,8,5,64.09,1
Student_8779,STU108778,8.86,3,3,9,10,6,4,2,6,2,1,11,74.28,1
Student_8780,STU108779,6.69,6,7,9,7,1,0,1,6,0,1,2,70.77,1
Student_8781,STU108780,5.72,2,4,1,7,2,4,1,1,0,3,13,46.51,0
Student_8782,STU108781,9.29,8,5,4,3,5,1,0,1,0,1,11,74.86,1
Student_8783,STU108782,6.54,9,3,8,2,1,0,1,0,2,6,6,63.37,1
Student_8784,STU108783,8.29,7,2,2,10,4,1,0,1,1,5,13,68.62,1
Student_8785,STU108784,7.83,3,8,4,8,2,3,2,8,1,5,13,67.93,1
Student_8786,STU108785,7.36,10,7,7,9,6,0,1,8,1,3,11,85.34,1
Student_8787,STU108786,7.48,4,7,7,8,3,0,1,6,0,2,13,69.37,1
Student_8788,STU108787,8.66,10,8,5,8,6,4,0,2,2,1,9,91.06,1
Student_8789,STU108788,5.44,2,1,7,2,6,0,0,7,1,2,7,41.43,0
Student_8790,STU108789,8.34,9,8,6,4,0,3,1,3,2,10,1,80.16,1
Student_8791,STU108790,9.48,5,10,2,6,2,4,0,4,2,9,6,78.44,1
Student_8792,STU108791,5.29,2,5,9,8,4,4,0,4,0,10,13,57.85,1
Student_8793,STU108792,5.7,10,8,5,2,1,2,2,1,0,5,2,68.55,1
Student_8794,STU108793,8.58,6,9,2,8,2,0,0,8,2,11,12,75.44,1
Student_8795,STU108794,7.19,7,2,6,1,4,2,1,5,1,8,14,59.15,1
Student_8796,STU108795,7.02,2,3,10,6,5,3,0,5,2,3,11,60.18,1
Student_8797,STU108796,5.68,1,6,5,8,6,0,1,0,1,5,2,53.16,1
Student_8798,STU108797,7.53,7,9,2,8,2,2,1,1,2,7,14,74.67,1
Student_8799,STU108798,5.63,1,10,10,7,0,2,0,3,1,2,12,62.03,1
Student_8800,STU108799,7.38,3,10,10,7,5,4,1,7,1,3,3,77.48,1
Student_8801,STU108800,8.82,4,8,7,10,1,2,2,7,2,3,8,78.66,1
Student_8802,STU108801,6.29,2,6,10,9,5,2,2,8,2,11,7,65.22,1
Student_8803,STU108802,7.4,7,5,2,2,1,0,1,0,2,9,4,58.85,1
Student_8804,STU108803,9.96,5,3,7,1,2,0,2,7,2,11,14,66.18,1
Student_8805,STU108804,8.43,1,4,6,2,5,4,0,3,2,1,3,56.7,1
Student_8806,STU108805,9.21,8,7,4,3,4,0,0,4,1,9,1,76.81,1
Student_8807,STU108806,7.07,10,7,4,9,0,3,0,4,1,1,10,79.08,1
Student_8808,STU108807,8.84,7,3,6,10,6,4,1,6,2,10,4,79.87,1
Student_8809,STU108808,5.2,4,4,9,7,0,3,0,2,1,7,8,56.36,1
Student_8810,STU108809,5.61,2,3,10,5,2,0,0,4,1,11,1,50.05,1
Student_8811,STU108810,6.02,7,2,6,5,3,0,1,6,1,4,2,57.34,1
